Date,Close
10/24/2005,8.68
10/25/2005,8.64
10/26/2005,8.85
10/27/2005,8.79
10/28/2005,8.92
10/31/2005,9.27
11/1/2005,9.45
11/2/2005,9.46
11/3/2005,9.61
11/4/2005,9.72
11/7/2005,9.84
11/8/2005,9.71
11/9/2005,9.44
11/10/2005,9.74
11/11/2005,9.72
11/14/2005,9.89
11/15/2005,9.78
11/16/2005,9.92
11/17/2005,10.05
11/18/2005,9.97
11/21/2005,10.2
11/22/2005,10.37
11/23/2005,10.53
11/25/2005,10.68
11/28/2005,10.55
11/29/2005,10.05
11/30/2005,10.08
12/1/2005,10.31
12/2/2005,10.4
12/5/2005,10.11
12/6/2005,10.08
12/7/2005,10.07
12/8/2005,10.23
12/9/2005,10.19
12/12/2005,10.28
12/13/2005,10.4
12/14/2005,10.43
12/15/2005,10.52
12/16/2005,10.71
12/19/2005,10.58
12/20/2005,10.7
12/21/2005,10.62
12/22/2005,10.76
12/23/2005,10.73
12/27/2005,10.58
12/28/2005,10.63
12/29/2005,10.46
12/30/2005,10.33
1/3/2006,10.84
1/4/2006,11.09
1/5/2006,11.24
1/6/2006,11.6
1/9/2006,11.63
1/10/2006,11.7
1/11/2006,11.75
1/12/2006,11.55
1/13/2006,11.61
1/17/2006,11.63
1/18/2006,11.08
1/19/2006,10.87
1/20/2006,9.95
1/23/2006,10.65
1/24/2006,11.03
1/25/2006,10.78
1/26/2006,10.82
1/27/2006,10.8
1/30/2006,10.63
1/31/2006,10.78
2/1/2006,10.01
2/2/2006,9.86
2/3/2006,9.5
2/6/2006,9.59
2/7/2006,9.16
2/8/2006,9.19
2/9/2006,8.94
2/10/2006,9.03
2/13/2006,8.61
2/14/2006,8.55
2/15/2006,8.53
2/16/2006,9.13
2/17/2006,9.18
2/21/2006,9.13
2/22/2006,9.1
2/23/2006,9.42
2/24/2006,9.4
2/27/2006,9.72
2/28/2006,9.03
3/1/2006,9.09
3/2/2006,9.38
3/3/2006,9.42
3/6/2006,9.17
3/7/2006,9.08
3/8/2006,8.81
3/9/2006,8.54
3/10/2006,8.41
3/13/2006,8.4
3/14/2006,8.75
3/15/2006,8.58
3/16/2006,8.44
3/17/2006,8.46
3/20/2006,8.67
3/21/2006,8.47
3/22/2006,8.47
3/23/2006,8.52
3/24/2006,9.11
3/27/2006,9.21
3/28/2006,9.39
3/29/2006,9.84
3/30/2006,9.67
3/31/2006,9.71
4/3/2006,9.71
4/4/2006,10.07
4/5/2006,10.16
4/6/2006,10.24
4/7/2006,10.12
4/10/2006,10.37
4/11/2006,10.2
4/12/2006,10.19
4/13/2006,10.02
4/17/2006,10.13
4/18/2006,10.07
4/19/2006,10.22
4/20/2006,10.34
4/21/2006,10.89
4/24/2006,10.97
4/25/2006,10.64
4/26/2006,10.61
4/27/2006,10.46
4/28/2006,10.41
5/1/2006,9.94
5/2/2006,9.83
5/3/2006,9.82
5/4/2006,9.83
5/5/2006,9.82
5/8/2006,9.83
5/9/2006,10.18
5/10/2006,10.04
5/11/2006,9.64
5/12/2006,9.32
5/15/2006,9.37
5/16/2006,9.25
5/17/2006,9.33
5/18/2006,9.24
5/19/2006,9.22
5/22/2006,9.24
5/23/2006,9.35
5/24/2006,9.5
5/25/2006,9.54
5/26/2006,9.5
5/30/2006,9.26
5/31/2006,9.26
6/1/2006,9.53
6/2/2006,9.45
6/5/2006,9.33
6/6/2006,9.71
6/7/2006,9.63
6/8/2006,9.8
6/9/2006,9.63
6/12/2006,9.5
6/13/2006,9.63
6/14/2006,9.57
6/15/2006,9.74
6/16/2006,9.73
6/19/2006,9.67
6/20/2006,9.64
6/21/2006,10.02
6/22/2006,9.96
6/23/2006,10.08
6/26/2006,10.07
6/27/2006,10.02
6/28/2006,10.11
6/29/2006,10.41
6/30/2006,10.44
7/3/2006,10.54
7/5/2006,10.5
7/6/2006,10.54
7/7/2006,10.47
7/10/2006,10.42
7/11/2006,10.57
7/12/2006,10.39
7/13/2006,10.18
7/14/2006,10.05
7/17/2006,10.16
7/18/2006,10.04
7/19/2006,9.94
7/20/2006,9.64
7/21/2006,9.72
7/24/2006,9.74
7/25/2006,9.7
7/26/2006,9.6
7/27/2006,9.52
7/28/2006,9.67
7/31/2006,9.63
8/1/2006,9.35
8/2/2006,9.15
8/3/2006,9.35
8/4/2006,9.31
8/7/2006,9.41
8/8/2006,9.49
8/9/2006,9.39
8/10/2006,9.32
8/11/2006,9.18
8/14/2006,9.2
8/15/2006,9.49
8/16/2006,9.66
8/17/2006,9.61
8/18/2006,9.55
8/21/2006,9.4
8/22/2006,9.42
8/23/2006,9.3
8/24/2006,9.31
8/25/2006,9.3
8/28/2006,9.49
8/29/2006,9.44
8/30/2006,9.48
8/31/2006,9.43
9/1/2006,9.43
9/5/2006,9.57
9/6/2006,9.47
9/7/2006,9.43
9/8/2006,9.41
9/11/2006,9.57
9/12/2006,9.76
9/13/2006,10.13
9/14/2006,10.06
9/15/2006,10.21
9/18/2006,10.33
9/19/2006,10.06
9/20/2006,9.89
9/21/2006,10.13
9/22/2006,10.06
9/25/2006,10.06
9/26/2006,10.13
9/27/2006,10.04
9/28/2006,10.05
9/29/2006,10.01
10/2/2006,10
10/3/2006,10.06
10/4/2006,10.35
10/5/2006,10.26
10/6/2006,10.47
10/9/2006,10.68
10/10/2006,10.63
10/11/2006,10.62
10/12/2006,10.65
10/13/2006,10.64
10/16/2006,10.5
10/17/2006,10.48
10/18/2006,10.44
10/19/2006,10.61
10/20/2006,11.45
10/23/2006,11.97
10/24/2006,11.79
10/25/2006,12.12
10/26/2006,12.08
10/27/2006,11.84
10/30/2006,11.87
10/31/2006,11.87
11/1/2006,11.64
11/2/2006,11.7
11/3/2006,11.75
11/6/2006,11.88
11/7/2006,11.77
11/8/2006,11.83
11/9/2006,11.77
11/10/2006,11.79
11/13/2006,11.98
11/14/2006,12.19
11/15/2006,12.25
11/16/2006,12.35
11/17/2006,12.42
11/20/2006,12.33
11/21/2006,12.69
11/22/2006,12.65
11/24/2006,12.58
11/27/2006,12.07
11/28/2006,12.19
11/29/2006,12.07
11/30/2006,12.07
12/1/2006,11.98
12/4/2006,12.08
12/5/2006,12.13
12/6/2006,12.17
12/7/2006,12.02
12/8/2006,12.06
12/11/2006,12.05
12/12/2006,12
12/13/2006,11.93
12/14/2006,12.01
12/15/2006,11.96
12/18/2006,11.53
12/19/2006,11.67
12/20/2006,11.53
12/21/2006,11.36
12/22/2006,11.35
12/26/2006,11.4
12/27/2006,11.66
12/28/2006,11.52
12/29/2006,11.47
1/3/2007,11.65
1/4/2007,12.04
1/5/2007,12.13
1/8/2007,12.04
1/9/2007,12.09
1/10/2007,12.19
1/11/2007,12.45
1/12/2007,12.58
1/16/2007,12.56
1/17/2007,12.39
1/18/2007,12.15
1/19/2007,12.2
1/22/2007,11.98
1/23/2007,11.93
1/24/2007,12.43
1/25/2007,12.16
1/26/2007,12.35
1/29/2007,12.27
1/30/2007,12.31
1/31/2007,12.49
2/1/2007,12
2/2/2007,11.99
2/5/2007,11.64
2/6/2007,11.74
2/7/2007,11.71
2/8/2007,11.73
2/9/2007,11.5
2/12/2007,11.41
2/13/2007,11.43
2/14/2007,11.6
2/15/2007,11.49
2/16/2007,11.7
2/20/2007,11.76
2/21/2007,11.85
2/22/2007,11.85
2/23/2007,11.72
2/26/2007,11.58
2/27/2007,11.18
2/28/2007,11.19
3/1/2007,11.16
3/2/2007,10.93
3/5/2007,10.98
3/6/2007,11.4
3/7/2007,11.35
3/8/2007,11.33
3/9/2007,11.28
3/12/2007,11.33
3/13/2007,11.03
3/14/2007,11.16
3/15/2007,11.11
3/16/2007,10.98
3/19/2007,11.14
3/20/2007,11.09
3/21/2007,11.37
3/22/2007,11.51
3/23/2007,11.5
3/26/2007,11.58
3/27/2007,11.55
3/28/2007,11.5
3/29/2007,11.48
3/30/2007,11.41
4/2/2007,11.42
4/3/2007,11.77
4/4/2007,11.73
4/5/2007,11.74
4/9/2007,11.66
4/10/2007,11.62
4/11/2007,11.57
4/12/2007,11.64
4/13/2007,11.61
4/16/2007,11.81
4/17/2007,11.78
4/18/2007,11.86
4/19/2007,11.75
4/20/2007,12.02
4/23/2007,11.93
4/24/2007,11.89
4/25/2007,11.91
4/26/2007,11.98
4/27/2007,11.93
4/30/2007,11.74
5/1/2007,11.68
5/2/2007,11.6
5/3/2007,11.79
5/4/2007,11.73
5/7/2007,11.64
5/8/2007,11.63
5/9/2007,11.69
5/10/2007,11.49
5/11/2007,11.62
5/14/2007,11.5
5/15/2007,11.41
5/16/2007,11.77
5/17/2007,11.73
5/18/2007,11.71
5/21/2007,11.72
5/22/2007,11.85
5/23/2007,11.81
5/24/2007,11.81
5/25/2007,12.04
5/29/2007,12.13
5/30/2007,12.42
5/31/2007,12.4
6/1/2007,12.46
6/4/2007,12.63
6/5/2007,12.92
6/6/2007,12.91
6/7/2007,12.83
6/8/2007,12.84
6/11/2007,12.74
6/12/2007,12.57
6/13/2007,12.58
6/14/2007,12.52
6/15/2007,12.6
6/18/2007,12.83
6/19/2007,12.81
6/20/2007,12.7
6/21/2007,12.8
6/22/2007,13.08
6/25/2007,13.14
6/26/2007,13.21
6/27/2007,13.11
6/28/2007,13.08
6/29/2007,13.02
7/2/2007,13.21
7/3/2007,13.31
7/5/2007,13.49
7/6/2007,13.43
7/9/2007,13.51
7/10/2007,13.53
7/11/2007,13.56
7/12/2007,13.58
7/13/2007,13.75
7/16/2007,13.77
7/17/2007,13.82
7/18/2007,13.69
7/19/2007,13.66
7/20/2007,12.95
7/23/2007,12.76
7/24/2007,12.8
7/25/2007,12.7
7/26/2007,12.65
7/27/2007,12.75
7/30/2007,12.85
7/31/2007,12.7
8/1/2007,12.78
8/2/2007,12.73
8/3/2007,12.53
8/6/2007,12.7
8/7/2007,12.85
8/8/2007,13.1
8/9/2007,12.82
8/10/2007,12.85
8/13/2007,12.84
8/14/2007,12.67
8/15/2007,12.39
8/16/2007,12.24
8/17/2007,12.45
8/20/2007,12.4
8/21/2007,12.62
8/22/2007,12.77
8/23/2007,12.76
8/24/2007,12.83
8/27/2007,12.78
8/28/2007,12.61
8/29/2007,12.77
8/30/2007,12.74
8/31/2007,12.83
9/4/2007,13.08
9/5/2007,13.15
9/6/2007,13.04
9/7/2007,12.94
9/10/2007,12.81
9/11/2007,12.98
9/12/2007,13.02
9/13/2007,13.07
9/14/2007,13.17
9/17/2007,13.08
9/18/2007,13.33
9/19/2007,13.62
9/20/2007,13.77
9/21/2007,13.95
9/24/2007,14.15
9/25/2007,14.17
9/26/2007,14.15
9/27/2007,14.13
9/28/2007,14.13
10/1/2007,14.51
10/2/2007,14.56
10/3/2007,14.55
10/4/2007,14.42
10/5/2007,14.8
10/8/2007,15.18
10/9/2007,15.32
10/10/2007,15.58
10/11/2007,15.49
10/12/2007,15.88
10/15/2007,15.44
10/16/2007,15.34
10/17/2007,15.78
10/18/2007,15.93
10/19/2007,16.06
10/22/2007,16.21
10/23/2007,16.83
10/24/2007,16.83
10/25/2007,16.65
10/26/2007,16.8
10/29/2007,16.92
10/30/2007,17.3
10/31/2007,17.61
11/1/2007,17.51
11/2/2007,17.71
11/5/2007,18.07
11/6/2007,18.48
11/7/2007,18.26
11/8/2007,17.28
11/9/2007,16.54
11/12/2007,15.74
11/13/2007,16.45
11/14/2007,15.98
11/15/2007,15.68
11/16/2007,15.78
11/19/2007,15.59
11/20/2007,16.15
11/21/2007,16.45
11/23/2007,16.85
11/26/2007,16.59
11/27/2007,16.78
11/28/2007,17.24
11/29/2007,17.36
11/30/2007,17.26
12/3/2007,16.97
12/4/2007,17.04
12/5/2007,17.4
12/6/2007,17.81
12/7/2007,17.81
12/10/2007,17.89
12/11/2007,17.41
12/12/2007,17.42
12/13/2007,17.29
12/14/2007,17.18
12/17/2007,16.67
12/18/2007,16.77
12/19/2007,16.87
12/20/2007,17.18
12/21/2007,17.35
12/24/2007,17.45
12/26/2007,17.7
12/27/2007,17.45
12/28/2007,17.5
12/31/2007,17.22
1/2/2008,17.07
1/3/2008,17.07
1/4/2008,16.36
1/7/2008,16.17
1/8/2008,15.73
1/9/2008,16.27
1/10/2008,16.11
1/11/2008,15.9
1/14/2008,16.28
1/15/2008,15.88
1/16/2008,15.34
1/17/2008,14.96
1/18/2008,14.95
1/22/2008,14.55
1/23/2008,13.66
1/24/2008,14.31
1/25/2008,14.11
1/28/2008,13.85
1/29/2008,13.71
1/30/2008,13.66
1/31/2008,14.05
2/1/2008,12.85
2/4/2008,12.34
2/5/2008,12.62
2/6/2008,12.5
2/7/2008,12.58
2/8/2008,12.87
2/11/2008,12.98
2/12/2008,12.9
2/13/2008,13.32
2/14/2008,13.26
2/15/2008,13.19
2/19/2008,12.68
2/20/2008,12.68
2/21/2008,12.52
2/22/2008,12.65
2/25/2008,12.12
2/26/2008,11.56
2/27/2008,11.78
2/28/2008,11.84
2/29/2008,11.74
3/3/2008,11.38
3/4/2008,11.07
3/5/2008,11.15
3/6/2008,10.78
3/7/2008,10.79
3/10/2008,10.3
3/11/2008,10.95
3/12/2008,10.96
3/13/2008,11.03
3/14/2008,10.91
3/17/2008,10.46
3/18/2008,10.94
3/19/2008,10.76
3/20/2008,10.8
3/24/2008,11.47
3/25/2008,11.23
3/26/2008,11.41
3/27/2008,11.06
3/28/2008,10.91
3/31/2008,10.97
4/1/2008,11.6
4/2/2008,11.6
4/3/2008,11.34
4/4/2008,11.73
4/7/2008,11.88
4/8/2008,11.65
4/9/2008,11.56
4/10/2008,11.68
4/11/2008,11.39
4/14/2008,11.25
4/15/2008,11.13
4/16/2008,11.33
4/17/2008,11.2
4/18/2008,13.43
4/21/2008,13.39
4/22/2008,13.82
4/23/2008,13.61
4/24/2008,13.53
4/25/2008,13.55
4/28/2008,13.75
4/29/2008,13.91
4/30/2008,14.3
5/1/2008,14.77
5/2/2008,14.48
5/5/2008,14.82
5/6/2008,14.6
5/7/2008,14.42
5/8/2008,14.52
5/9/2008,14.28
5/12/2008,14.57
5/13/2008,14.52
5/14/2008,14.35
5/15/2008,14.47
5/16/2008,14.45
5/19/2008,14.38
5/20/2008,14.41
5/21/2008,13.7
5/22/2008,13.69
5/23/2008,13.56
5/27/2008,13.97
5/28/2008,14.15
5/29/2008,14.52
5/30/2008,14.59
6/2/2008,14.32
6/3/2008,14.13
6/4/2008,14.25
6/5/2008,14.6
6/6/2008,14.12
6/9/2008,13.89
6/10/2008,13.8
6/11/2008,13.58
6/12/2008,13.77
6/13/2008,14.23
6/16/2008,14.27
6/17/2008,14.18
6/18/2008,14.01
6/19/2008,13.95
6/20/2008,13.61
6/23/2008,13.58
6/24/2008,13.51
6/25/2008,13.72
6/26/2008,13.17
6/27/2008,13.15
6/30/2008,13.11
7/1/2008,13.32
7/2/2008,13.13
7/3/2008,13.37
7/7/2008,13.55
7/8/2008,13.81
7/9/2008,13.49
7/10/2008,13.46
7/11/2008,13.3
7/14/2008,12.99
7/15/2008,12.85
7/16/2008,13.34
7/17/2008,13.29
7/18/2008,11.99
7/21/2008,11.68
7/22/2008,11.88
7/23/2008,12.18
7/24/2008,11.85
7/25/2008,12.25
7/28/2008,11.88
7/29/2008,12.03
7/30/2008,12.02
7/31/2008,11.8
8/1/2008,11.65
8/4/2008,11.53
8/5/2008,11.95
8/6/2008,12.11
8/7/2008,11.93
8/8/2008,12.33
8/11/2008,12.47
8/12/2008,12.52
8/13/2008,12.45
8/14/2008,12.59
8/15/2008,12.71
8/18/2008,12.41
8/19/2008,12.22
8/20/2008,12.08
8/21/2008,12.12
8/22/2008,12.22
8/25/2008,12.03
8/26/2008,11.81
8/27/2008,11.67
8/28/2008,11.8
8/29/2008,11.54
9/2/2008,11.59
9/3/2008,11.57
9/4/2008,11.21
9/5/2008,11.06
9/8/2008,10.46
9/9/2008,10.43
9/10/2008,10.32
9/11/2008,10.8
9/12/2008,10.9
9/15/2008,10.81
9/16/2008,11.03
9/17/2008,10.32
9/18/2008,10.94
9/19/2008,11.19
9/22/2008,10.71
9/23/2008,10.69
9/24/2008,10.84
9/25/2008,10.95
9/26/2008,10.74
9/29/2008,9.49
9/30/2008,9.98
10/1/2008,10.25
10/2/2008,9.73
10/3/2008,9.64
10/6/2008,9.25
10/7/2008,8.62
10/8/2008,8.42
10/9/2008,8.19
10/10/2008,8.27
10/13/2008,9.49
10/14/2008,9.03
10/15/2008,8.45
10/16/2008,8.79
10/17/2008,9.28
10/20/2008,9.45
10/21/2008,9.03
10/22/2008,8.86
10/23/2008,8.78
10/24/2008,8.45
10/27/2008,8.21
10/28/2008,9.18
10/29/2008,8.92
10/30/2008,8.96
10/31/2008,8.95
11/3/2008,8.63
11/4/2008,9.14
11/5/2008,8.52
11/6/2008,8.25
11/7/2008,8.25
11/10/2008,7.94
11/11/2008,7.76
11/12/2008,7.25
11/13/2008,7.77
11/14/2008,7.72
11/17/2008,7.47
11/18/2008,7.41
11/19/2008,6.98
11/20/2008,6.46
11/21/2008,6.54
11/24/2008,6.41
11/25/2008,7.02
11/26/2008,7.27
11/28/2008,7.3
12/1/2008,6.62
12/2/2008,6.85
12/3/2008,6.96
12/4/2008,6.83
12/5/2008,7.07
12/8/2008,7.52
12/9/2008,7.62
12/10/2008,7.69
12/11/2008,7.48
12/12/2008,7.86
12/15/2008,7.74
12/16/2008,8.1
12/17/2008,7.85
12/18/2008,7.73
12/19/2008,7.73
12/22/2008,7.4
12/23/2008,7.42
12/24/2008,7.55
12/26/2008,7.48
12/29/2008,7.41
12/30/2008,7.55
12/31/2008,7.66
1/2/2009,8
1/5/2009,8.17
1/6/2009,8.32
1/7/2009,8.02
1/8/2009,8.1
1/9/2009,7.85
1/12/2009,7.79
1/13/2009,7.83
1/14/2009,7.5
1/15/2009,7.45
1/16/2009,7.46
1/20/2009,7.04
1/21/2009,7.55
1/22/2009,7.63
1/23/2009,8.09
1/26/2009,8.07
1/27/2009,8.26
1/28/2009,8.68
1/29/2009,8.55
1/30/2009,8.43
2/2/2009,8.48
2/3/2009,8.48
2/4/2009,8.54
2/5/2009,8.81
2/6/2009,9.25
2/9/2009,9.43
2/10/2009,8.93
2/11/2009,8.92
2/12/2009,9.04
2/13/2009,8.91
2/17/2009,8.53
2/18/2009,8.79
2/19/2009,8.53
2/20/2009,8.63
2/23/2009,8.22
2/24/2009,8.6
2/25/2009,8.51
2/26/2009,8.4
2/27/2009,8.42
3/2/2009,8.15
3/3/2009,8.11
3/4/2009,7.94
3/5/2009,7.61
3/6/2009,7.69
3/9/2009,7.25
3/10/2009,7.68
3/11/2009,7.92
3/12/2009,8.06
3/13/2009,8.08
3/16/2009,7.96
3/17/2009,8.35
3/18/2009,8.3
3/19/2009,8.22
3/20/2009,8.22
3/23/2009,8.68
3/24/2009,8.65
3/25/2009,8.57
3/26/2009,8.8
3/27/2009,8.66
3/30/2009,8.54
3/31/2009,8.67
4/1/2009,8.82
4/2/2009,9.03
4/3/2009,9.21
4/6/2009,9.17
4/7/2009,8.93
4/8/2009,9.02
4/9/2009,9.28
4/13/2009,9.42
4/14/2009,9.19
4/15/2009,9.45
4/16/2009,9.68
4/17/2009,9.77
4/20/2009,9.45
4/21/2009,9.5
4/22/2009,9.56
4/23/2009,9.58
4/24/2009,9.7
4/27/2009,9.61
4/28/2009,9.56
4/29/2009,9.75
4/30/2009,9.86
5/1/2009,9.81
5/4/2009,10.01
5/5/2009,10.04
5/6/2009,10.05
5/7/2009,9.88
5/8/2009,10.15
5/11/2009,10.16
5/12/2009,9.94
5/13/2009,9.7
5/14/2009,9.65
5/15/2009,9.71
5/18/2009,9.88
5/19/2009,9.93
5/20/2009,9.89
5/21/2009,9.88
5/22/2009,9.8
5/26/2009,10.07
5/27/2009,10.1
5/28/2009,10.22
5/29/2009,10.39
6/1/2009,10.62
6/2/2009,10.67
6/3/2009,10.75
6/4/2009,10.97
6/5/2009,11.07
6/8/2009,10.93
6/9/2009,10.85
6/10/2009,10.77
6/11/2009,10.68
6/12/2009,10.58
6/15/2009,10.38
6/16/2009,10.36
6/17/2009,10.34
6/18/2009,10.31
6/19/2009,10.46
6/22/2009,10.15
6/23/2009,10.1
6/24/2009,10.19
6/25/2009,10.36
6/26/2009,10.59
6/29/2009,10.56
6/30/2009,10.5
7/1/2009,10.44
7/2/2009,10.17
7/6/2009,10.2
7/7/2009,9.88
7/8/2009,10.02
7/9/2009,10.22
7/10/2009,10.32
7/13/2009,10.57
7/14/2009,10.58
7/15/2009,10.91
7/16/2009,11.02
7/17/2009,10.72
7/20/2009,10.71
7/21/2009,10.66
7/22/2009,10.65
7/23/2009,10.89
7/24/2009,11.13
7/27/2009,11.08
7/28/2009,10.96
7/29/2009,10.87
7/30/2009,11.1
7/31/2009,11.03
8/3/2009,11.26
8/4/2009,11.3
8/5/2009,11.24
8/6/2009,11.22
8/7/2009,11.38
8/10/2009,11.37
8/11/2009,11.31
8/12/2009,11.42
8/13/2009,11.51
8/14/2009,11.46
8/17/2009,11.08
8/18/2009,11.09
8/19/2009,11.06
8/20/2009,11.47
8/21/2009,11.59
8/24/2009,11.67
8/25/2009,11.74
8/26/2009,11.66
8/27/2009,11.61
8/28/2009,11.58
8/31/2009,11.5
9/1/2009,11.35
9/2/2009,11.28
9/3/2009,11.4
9/4/2009,11.49
9/8/2009,11.42
9/9/2009,11.56
9/10/2009,11.73
9/11/2009,11.76
9/14/2009,11.83
9/15/2009,11.89
9/16/2009,12.16
9/17/2009,12.25
9/18/2009,12.24
9/21/2009,12.38
9/22/2009,12.43
9/23/2009,12.41
9/24/2009,12.37
9/25/2009,12.27
9/28/2009,12.42
9/29/2009,12.42
9/30/2009,12.35
10/1/2009,12.13
10/2/2009,12.07
10/5/2009,12.17
10/6/2009,12.42
10/7/2009,12.89
10/8/2009,12.81
10/9/2009,12.86
10/12/2009,13.05
10/13/2009,13.1
10/14/2009,13.33
10/15/2009,13.2
10/16/2009,13.69
10/19/2009,13.75
10/20/2009,13.74
10/21/2009,13.73
10/22/2009,13.8
10/23/2009,13.79
10/26/2009,13.8
10/27/2009,13.66
10/28/2009,13.46
10/29/2009,13.72
10/30/2009,13.35
11/2/2009,13.3
11/3/2009,13.38
11/4/2009,13.46
11/5/2009,13.67
11/6/2009,13.73
11/9/2009,14.01
11/10/2009,14.12
11/11/2009,14.21
11/12/2009,14.14
11/13/2009,14.25
11/16/2009,14.35
11/17/2009,14.38
11/18/2009,14.36
11/19/2009,14.27
11/20/2009,14.2
11/23/2009,14.5
11/24/2009,14.52
11/25/2009,14.59
11/27/2009,14.44
11/30/2009,14.52
12/1/2009,14.69
12/2/2009,14.63
12/3/2009,14.59
12/4/2009,14.57
12/7/2009,14.6
12/8/2009,14.62
12/9/2009,14.67
12/10/2009,14.73
12/11/2009,14.71
12/14/2009,14.84
12/15/2009,14.77
12/16/2009,14.89
12/17/2009,14.79
12/18/2009,14.85
12/21/2009,14.91
12/22/2009,14.97
12/23/2009,15.23
12/24/2009,15.4
12/28/2009,15.51
12/29/2009,15.43
12/30/2009,15.51
12/31/2009,15.44
1/4/2010,15.61
1/5/2010,15.54
1/6/2010,15.15
1/7/2010,14.8
1/8/2010,14.99
1/11/2010,14.97
1/12/2010,14.71
1/13/2010,14.62
1/14/2010,14.69
1/15/2010,14.45
1/19/2010,14.64
1/20/2010,14.46
1/21/2010,14.52
1/22/2010,13.7
1/25/2010,13.45
1/26/2010,13.51
1/27/2010,13.5
1/28/2010,13.31
1/29/2010,13.2
2/1/2010,13.28
2/2/2010,13.23
2/3/2010,13.47
2/4/2010,13.12
2/5/2010,13.23
2/8/2010,13.29
2/9/2010,13.36
2/10/2010,13.31
2/11/2010,13.36
2/12/2010,13.28
2/16/2010,13.48
2/17/2010,13.41
2/18/2010,13.53
2/19/2010,13.47
2/22/2010,13.52
2/23/2010,13.33
2/24/2010,13.24
2/25/2010,13.11
2/26/2010,13.12
3/1/2010,13.27
3/2/2010,13.48
3/3/2010,13.58
3/4/2010,13.81
3/5/2010,14.05
3/8/2010,14.01
3/9/2010,13.95
3/10/2010,14.36
3/11/2010,14.47
3/12/2010,14.43
3/15/2010,14.03
3/16/2010,14.08
3/17/2010,14.09
3/18/2010,14.11
3/19/2010,13.95
3/22/2010,13.89
3/23/2010,13.67
3/24/2010,13.88
3/25/2010,14.02
3/26/2010,14.01
3/29/2010,14.01
3/30/2010,14.11
3/31/2010,14.13
4/1/2010,14.17
4/5/2010,14.22
4/6/2010,14.15
4/7/2010,14.04
4/8/2010,14.13
4/9/2010,14.1
4/12/2010,14.26
4/13/2010,14.61
4/14/2010,14.67
4/15/2010,14.83
4/16/2010,13.7
4/19/2010,13.7
4/20/2010,13.82
4/21/2010,13.81
4/22/2010,13.63
4/23/2010,13.57
4/26/2010,13.24
4/27/2010,13.18
4/28/2010,13.18
4/29/2010,13.25
4/30/2010,13.09
5/3/2010,13.22
5/4/2010,12.61
5/5/2010,12.7
5/6/2010,12.42
5/7/2010,12.28
5/10/2010,12.99
5/11/2010,12.68
5/12/2010,12.59
